"train/timestep","GAIL_training_6000_to_7000_HalfCheetah-v4_2345 - _step","GAIL_training_6000_to_7000_HalfCheetah-v4_2345 - _step__MIN","GAIL_training_6000_to_7000_HalfCheetah-v4_2345 - _step__MAX","GAIL_training_6000_to_7000_HalfCheetah-v4_2345 - train/reward","GAIL_training_6000_to_7000_HalfCheetah-v4_2345 - train/reward__MIN","GAIL_training_6000_to_7000_HalfCheetah-v4_2345 - train/reward__MAX","GAIL_training_5000_to_6000_HalfCheetah-v4_2345 - _step","GAIL_training_5000_to_6000_HalfCheetah-v4_2345 - _step__MIN","GAIL_training_5000_to_6000_HalfCheetah-v4_2345 - _step__MAX","GAIL_training_5000_to_6000_HalfCheetah-v4_2345 - train/reward","GAIL_training_5000_to_6000_HalfCheetah-v4_2345 - train/reward__MIN","GAIL_training_5000_to_6000_HalfCheetah-v4_2345 - train/reward__MAX","GAIL_training_3000_to_5000_HalfCheetah-v4_2345 - _step","GAIL_training_3000_to_5000_HalfCheetah-v4_2345 - _step__MIN","GAIL_training_3000_to_5000_HalfCheetah-v4_2345 - _step__MAX","GAIL_training_3000_to_5000_HalfCheetah-v4_2345 - train/reward","GAIL_training_3000_to_5000_HalfCheetah-v4_2345 - train/reward__MIN","GAIL_training_3000_to_5000_HalfCheetah-v4_2345 - train/reward__MAX","GAIL_training_1000_to_3000_HalfCheetah-v4_2345 - _step","GAIL_training_1000_to_3000_HalfCheetah-v4_2345 - _step__MIN","GAIL_training_1000_to_3000_HalfCheetah-v4_2345 - _step__MAX","GAIL_training_1000_to_3000_HalfCheetah-v4_2345 - train/reward","GAIL_training_1000_to_3000_HalfCheetah-v4_2345 - train/reward__MIN","GAIL_training_1000_to_3000_HalfCheetah-v4_2345 - train/reward__MAX","GAIL_training_0_to_1000_HalfCheetah-v4_2345 - _step","GAIL_training_0_to_1000_HalfCheetah-v4_2345 - _step__MIN","GAIL_training_0_to_1000_HalfCheetah-v4_2345 - _step__MAX","GAIL_training_0_to_1000_HalfCheetah-v4_2345 - train/reward","GAIL_training_0_to_1000_HalfCheetah-v4_2345 - train/reward__MIN","GAIL_training_0_to_1000_HalfCheetah-v4_2345 - train/reward__MAX","GAIL_training_neg_inf_to_0_HalfCheetah-v4_2345 - _step","GAIL_training_neg_inf_to_0_HalfCheetah-v4_2345 - _step__MIN","GAIL_training_neg_inf_to_0_HalfCheetah-v4_2345 - _step__MAX","GAIL_training_neg_inf_to_0_HalfCheetah-v4_2345 - train/reward","GAIL_training_neg_inf_to_0_HalfCheetah-v4_2345 - train/reward__MIN","GAIL_training_neg_inf_to_0_HalfCheetah-v4_2345 - train/reward__MAX","GAIL_training_6000_to_7000_HalfCheetah-v4_1234 - _step","GAIL_training_6000_to_7000_HalfCheetah-v4_1234 - _step__MIN","GAIL_training_6000_to_7000_HalfCheetah-v4_1234 - _step__MAX","GAIL_training_6000_to_7000_HalfCheetah-v4_1234 - train/reward","GAIL_training_6000_to_7000_HalfCheetah-v4_1234 - train/reward__MIN","GAIL_training_6000_to_7000_HalfCheetah-v4_1234 - train/reward__MAX","GAIL_training_5000_to_6000_HalfCheetah-v4_1234 - _step","GAIL_training_5000_to_6000_HalfCheetah-v4_1234 - _step__MIN","GAIL_training_5000_to_6000_HalfCheetah-v4_1234 - _step__MAX","GAIL_training_5000_to_6000_HalfCheetah-v4_1234 - train/reward","GAIL_training_5000_to_6000_HalfCheetah-v4_1234 - train/reward__MIN","GAIL_training_5000_to_6000_HalfCheetah-v4_1234 - train/reward__MAX","GAIL_training_3000_to_5000_HalfCheetah-v4_1234 - _step","GAIL_training_3000_to_5000_HalfCheetah-v4_1234 - _step__MIN","GAIL_training_3000_to_5000_HalfCheetah-v4_1234 - _step__MAX","GAIL_training_3000_to_5000_HalfCheetah-v4_1234 - train/reward","GAIL_training_3000_to_5000_HalfCheetah-v4_1234 - train/reward__MIN","GAIL_training_3000_to_5000_HalfCheetah-v4_1234 - train/reward__MAX","GAIL_training_1000_to_3000_HalfCheetah-v4_1234 - _step","GAIL_training_1000_to_3000_HalfCheetah-v4_1234 - _step__MIN","GAIL_training_1000_to_3000_HalfCheetah-v4_1234 - _step__MAX","GAIL_training_1000_to_3000_HalfCheetah-v4_1234 - train/reward","GAIL_training_1000_to_3000_HalfCheetah-v4_1234 - train/reward__MIN","GAIL_training_1000_to_3000_HalfCheetah-v4_1234 - train/reward__MAX","GAIL_training_0_to_1000_HalfCheetah-v4_1234 - _step","GAIL_training_0_to_1000_HalfCheetah-v4_1234 - _step__MIN","GAIL_training_0_to_1000_HalfCheetah-v4_1234 - _step__MAX","GAIL_training_0_to_1000_HalfCheetah-v4_1234 - train/reward","GAIL_training_0_to_1000_HalfCheetah-v4_1234 - train/reward__MIN","GAIL_training_0_to_1000_HalfCheetah-v4_1234 - train/reward__MAX","GAIL_training_neg_inf_to_0_HalfCheetah-v4_1234 - _step","GAIL_training_neg_inf_to_0_HalfCheetah-v4_1234 - _step__MIN","GAIL_training_neg_inf_to_0_HalfCheetah-v4_1234 - _step__MAX","GAIL_training_neg_inf_to_0_HalfCheetah-v4_1234 - train/reward","GAIL_training_neg_inf_to_0_HalfCheetah-v4_1234 - train/reward__MIN","GAIL_training_neg_inf_to_0_HalfCheetah-v4_1234 - train/reward__MAX"
"197000","197","197","197","3963.1556884000006","3963.1556884000006","3963.1556884000006","197","197","197","3891.1860122","3891.1860122","3891.1860122","197","197","197","4235.670656","4235.670656","4235.670656","197","197","197","4096.9567025999995","4096.9567025999995","4096.9567025999995","197","197","197","3956.0886124000003","3956.0886124000003","3956.0886124000003","197","197","197","4383.3809550000005","4383.3809550000005","4383.3809550000005","197","197","197","4184.543861200001","4184.543861200001","4184.543861200001","197","197","197","4535.6743369999995","4535.6743369999995","4535.6743369999995","197","197","197","4202.7003884","4202.7003884","4202.7003884","197","197","197","4521.2892368","4521.2892368","4521.2892368","197","197","197","4937.7046898","4937.7046898","4937.7046898","197","197","197","4189.7226288","4189.7226288","4189.7226288"
"198000","198","198","198","3854.1263296000006","3854.1263296000006","3854.1263296000006","198","198","198","3946.8596269999994","3946.8596269999994","3946.8596269999994","198","198","198","4131.199718999999","4131.199718999999","4131.199718999999","198","198","198","4127.052851799999","4127.052851799999","4127.052851799999","198","198","198","4013.9071732","4013.9071732","4013.9071732","198","198","198","4383.517841999999","4383.517841999999","4383.517841999999","198","198","198","4148.035975000001","4148.035975000001","4148.035975000001","198","198","198","4450.8890486","4450.8890486","4450.8890486","198","198","198","4292.5140218","4292.5140218","4292.5140218","198","198","198","4366.2777104","4366.2777104","4366.2777104","198","198","198","4921.944147","4921.944147","4921.944147","198","198","198","4363.0949718","4363.0949718","4363.0949718"
"199000","199","199","199","4074.9401822","4074.9401822","4074.9401822","199","199","199","3969.652693","3969.652693","3969.652693","199","199","199","4088.0598016000004","4088.0598016000004","4088.0598016000004","199","199","199","4147.1315396","4147.1315396","4147.1315396","199","199","199","4014.3418447999998","4014.3418447999998","4014.3418447999998","199","199","199","4432.324396000001","4432.324396000001","4432.324396000001","199","199","199","4188.9418556","4188.9418556","4188.9418556","199","199","199","3685.0527424","3685.0527424","3685.0527424","199","199","199","4367.109514000001","4367.109514000001","4367.109514000001","199","199","199","4192.3719808000005","4192.3719808000005","4192.3719808000005","199","199","199","5008.364598999999","5008.364598999999","5008.364598999999","199","199","199","4398.298644","4398.298644","4398.298644"
"200000","200","200","200","3227.1209248","3227.1209248","3227.1209248","200","200","200","4129.986440800001","4129.986440800001","4129.986440800001","200","200","200","4321.646331999999","4321.646331999999","4321.646331999999","200","200","200","4206.513285800001","4206.513285800001","4206.513285800001","200","200","200","4174.0235178","4174.0235178","4174.0235178","200","200","200","4315.9670682000005","4315.9670682000005","4315.9670682000005","200","200","200","4182.5052558","4182.5052558","4182.5052558","200","200","200","4703.4456212","4703.4456212","4703.4456212","200","200","200","4038.8292624","4038.8292624","4038.8292624","200","200","200","4482.712047800001","4482.712047800001","4482.712047800001","200","200","200","5051.7757626","5051.7757626","5051.7757626","200","200","200","4382.444511","4382.444511","4382.444511"
"201000","201","201","201","4132.8912498","4132.8912498","4132.8912498","201","201","201","4181.091715199999","4181.091715199999","4181.091715199999","201","201","201","4307.1183974000005","4307.1183974000005","4307.1183974000005","201","201","201","4210.995621","4210.995621","4210.995621","201","201","201","4141.0401913999995","4141.0401913999995","4141.0401913999995","201","201","201","4352.6216216","4352.6216216","4352.6216216","201","201","201","4355.8721452","4355.8721452","4355.8721452","201","201","201","4697.9531972","4697.9531972","4697.9531972","201","201","201","3875.9389252","3875.9389252","3875.9389252","201","201","201","4151.1181664000005","4151.1181664000005","4151.1181664000005","201","201","201","5054.8861404","5054.8861404","5054.8861404","201","201","201","4342.827930199999","4342.827930199999","4342.827930199999"
"202000","202","202","202","4166.702430200001","4166.702430200001","4166.702430200001","202","202","202","4027.0381418000006","4027.0381418000006","4027.0381418000006","202","202","202","4123.0814774","4123.0814774","4123.0814774","202","202","202","4159.8006886","4159.8006886","4159.8006886","202","202","202","3741.1508268000007","3741.1508268000007","3741.1508268000007","202","202","202","4341.0766306","4341.0766306","4341.0766306","202","202","202","4244.0995477999995","4244.0995477999995","4244.0995477999995","202","202","202","4691.6863242","4691.6863242","4691.6863242","202","202","202","4360.082577200001","4360.082577200001","4360.082577200001","202","202","202","4382.0068174","4382.0068174","4382.0068174","202","202","202","5083.709248000001","5083.709248000001","5083.709248000001","202","202","202","4289.362978200001","4289.362978200001","4289.362978200001"
"203000","203","203","203","3848.9851026000006","3848.9851026000006","3848.9851026000006","203","203","203","4068.8388312","4068.8388312","4068.8388312","203","203","203","4112.8151654","4112.8151654","4112.8151654","203","203","203","4180.3174248","4180.3174248","4180.3174248","203","203","203","4088.2480861999998","4088.2480861999998","4088.2480861999998","203","203","203","4559.5150382","4559.5150382","4559.5150382","203","203","203","4270.8625572","4270.8625572","4270.8625572","203","203","203","4570.641018","4570.641018","4570.641018","203","203","203","4389.4963084","4389.4963084","4389.4963084","203","203","203","4322.4954804","4322.4954804","4322.4954804","203","203","203","4520.0921138","4520.0921138","4520.0921138","203","203","203","4149.968145600001","4149.968145600001","4149.968145600001"
"204000","204","204","204","3956.7219797999996","3956.7219797999996","3956.7219797999996","204","204","204","3985.5580223999996","3985.5580223999996","3985.5580223999996","204","204","204","4186.5576992","4186.5576992","4186.5576992","204","204","204","3948.3406996","3948.3406996","3948.3406996","204","204","204","3942.7346816","3942.7346816","3942.7346816","204","204","204","4569.8704684","4569.8704684","4569.8704684","204","204","204","4292.2125734","4292.2125734","4292.2125734","204","204","204","4876.9176363999995","4876.9176363999995","4876.9176363999995","204","204","204","4475.487633","4475.487633","4475.487633","204","204","204","4487.839895800001","4487.839895800001","4487.839895800001","204","204","204","5007.2824022","5007.2824022","5007.2824022","204","204","204","4373.0254356000005","4373.0254356000005","4373.0254356000005"
"205000","205","205","205","4042.7116536000003","4042.7116536000003","4042.7116536000003","205","205","205","4102.3414014","4102.3414014","4102.3414014","205","205","205","4133.855081","4133.855081","4133.855081","205","205","205","4252.3942498","4252.3942498","4252.3942498","205","205","205","4106.834623600001","4106.834623600001","4106.834623600001","205","205","205","4434.8176478000005","4434.8176478000005","4434.8176478000005","205","205","205","4165.8366262","4165.8366262","4165.8366262","205","205","205","3791.6277744","3791.6277744","3791.6277744","205","205","205","4454.082739799999","4454.082739799999","4454.082739799999","205","205","205","4593.052728000001","4593.052728000001","4593.052728000001","205","205","205","4897.1944626","4897.1944626","4897.1944626","205","205","205","4412.70726","4412.70726","4412.70726"
"206000","206","206","206","4011.3886502","4011.3886502","4011.3886502","206","206","206","4050.3933086000006","4050.3933086000006","4050.3933086000006","206","206","206","4147.1392242","4147.1392242","4147.1392242","206","206","206","4081.3875004","4081.3875004","4081.3875004","206","206","206","4160.6538856","4160.6538856","4160.6538856","206","206","206","4286.2744588000005","4286.2744588000005","4286.2744588000005","206","206","206","4169.494352600001","4169.494352600001","4169.494352600001","206","206","206","4819.081611799999","4819.081611799999","4819.081611799999","206","206","206","4333.222008","4333.222008","4333.222008","206","206","206","4440.5920301999995","4440.5920301999995","4440.5920301999995","206","206","206","5065.8355006","5065.8355006","5065.8355006","206","206","206","4321.3294082","4321.3294082","4321.3294082"
"207000","207","207","207","3887.9042309999995","3887.9042309999995","3887.9042309999995","207","207","207","4017.6267324","4017.6267324","4017.6267324","207","207","207","4119.5272008","4119.5272008","4119.5272008","207","207","207","4175.95979","4175.95979","4175.95979","207","207","207","4258.9245949999995","4258.9245949999995","4258.9245949999995","207","207","207","4305.071989399999","4305.071989399999","4305.071989399999","207","207","207","4048.2449522","4048.2449522","4048.2449522","207","207","207","4823.2439864","4823.2439864","4823.2439864","207","207","207","4347.862354999999","4347.862354999999","4347.862354999999","207","207","207","4356.4141528","4356.4141528","4356.4141528","207","207","207","5006.712845200001","5006.712845200001","5006.712845200001","207","207","207","4315.461617","4315.461617","4315.461617"
"208000","208","208","208","4079.8898278","4079.8898278","4079.8898278","208","208","208","3902.4024596000004","3902.4024596000004","3902.4024596000004","208","208","208","4179.2734506","4179.2734506","4179.2734506","208","208","208","4086.7563265999997","4086.7563265999997","4086.7563265999997","208","208","208","3797.2111406000004","3797.2111406000004","3797.2111406000004","208","208","208","4249.0540408","4249.0540408","4249.0540408","208","208","208","4306.0096666","4306.0096666","4306.0096666","208","208","208","4652.501547","4652.501547","4652.501547","208","208","208","4357.8955166","4357.8955166","4357.8955166","208","208","208","4199.4328498","4199.4328498","4199.4328498","208","208","208","5020.846603399999","5020.846603399999","5020.846603399999","208","208","208","4461.9833942","4461.9833942","4461.9833942"
"209000","209","209","209","4269.223643","4269.223643","4269.223643","209","209","209","3954.2301434","3954.2301434","3954.2301434","209","209","209","3608.1574410000003","3608.1574410000003","3608.1574410000003","209","209","209","3999.5599622","3999.5599622","3999.5599622","209","209","209","4241.6244004","4241.6244004","4241.6244004","209","209","209","4423.1112256","4423.1112256","4423.1112256","209","209","209","4282.2393802","4282.2393802","4282.2393802","209","209","209","4132.6779152","4132.6779152","4132.6779152","209","209","209","4339.0649048","4339.0649048","4339.0649048","209","209","209","4535.0288978","4535.0288978","4535.0288978","209","209","209","5030.8904122","5030.8904122","5030.8904122","209","209","209","4395.237727799999","4395.237727799999","4395.237727799999"
"210000","210","210","210","4242.568439000001","4242.568439000001","4242.568439000001","210","210","210","4236.688843999999","4236.688843999999","4236.688843999999","210","210","210","4247.8706747999995","4247.8706747999995","4247.8706747999995","210","210","210","4071.5673974000006","4071.5673974000006","4071.5673974000006","210","210","210","4346.3946906","4346.3946906","4346.3946906","210","210","210","4414.6972221999995","4414.6972221999995","4414.6972221999995","210","210","210","4317.1869712","4317.1869712","4317.1869712","210","210","210","4737.4180432","4737.4180432","4737.4180432","210","210","210","4400.8116205999995","4400.8116205999995","4400.8116205999995","210","210","210","4577.9862778","4577.9862778","4577.9862778","210","210","210","5059.7233128","5059.7233128","5059.7233128","210","210","210","4387.8163853999995","4387.8163853999995","4387.8163853999995"
"211000","211","211","211","3760.863107","3760.863107","3760.863107","211","211","211","3998.4077822","3998.4077822","3998.4077822","211","211","211","4212.2244744","4212.2244744","4212.2244744","211","211","211","4108.925865800001","4108.925865800001","4108.925865800001","211","211","211","4185.1827236","4185.1827236","4185.1827236","211","211","211","4545.516066","4545.516066","4545.516066","211","211","211","4226.097962600001","4226.097962600001","4226.097962600001","211","211","211","4885.4445756000005","4885.4445756000005","4885.4445756000005","211","211","211","4327.626848","4327.626848","4327.626848","211","211","211","4621.820575199999","4621.820575199999","4621.820575199999","211","211","211","5006.268862000001","5006.268862000001","5006.268862000001","211","211","211","4354.659765599999","4354.659765599999","4354.659765599999"
"212000","212","212","212","4406.100454400001","4406.100454400001","4406.100454400001","212","212","212","4158.398376","4158.398376","4158.398376","212","212","212","4131.5443756","4131.5443756","4131.5443756","212","212","212","4010.3963228000002","4010.3963228000002","4010.3963228000002","212","212","212","4201.769518800001","4201.769518800001","4201.769518800001","212","212","212","4542.8349069999995","4542.8349069999995","4542.8349069999995","212","212","212","4209.5778466","4209.5778466","4209.5778466","212","212","212","4328.4162576","4328.4162576","4328.4162576","212","212","212","3598.9031705999996","3598.9031705999996","3598.9031705999996","212","212","212","4773.2447858","4773.2447858","4773.2447858","212","212","212","4986.0625442","4986.0625442","4986.0625442","212","212","212","4248.42683","4248.42683","4248.42683"
"213000","213","213","213","4255.056411","4255.056411","4255.056411","213","213","213","3990.9115219999994","3990.9115219999994","3990.9115219999994","213","213","213","4351.652803200001","4351.652803200001","4351.652803200001","213","213","213","4107.087899799999","4107.087899799999","4107.087899799999","213","213","213","4225.4193234","4225.4193234","4225.4193234","213","213","213","4567.664991400001","4567.664991400001","4567.664991400001","213","213","213","4290.6114092","4290.6114092","4290.6114092","213","213","213","4868.1386578","4868.1386578","4868.1386578","213","213","213","4398.416808","4398.416808","4398.416808","213","213","213","4769.0081574000005","4769.0081574000005","4769.0081574000005","213","213","213","4845.1496754","4845.1496754","4845.1496754","213","213","213","4331.99519","4331.99519","4331.99519"
"214000","214","214","214","4263.608798800001","4263.608798800001","4263.608798800001","214","214","214","4199.883019399999","4199.883019399999","4199.883019399999","214","214","214","4399.440413599999","4399.440413599999","4399.440413599999","214","214","214","4179.1111554","4179.1111554","4179.1111554","214","214","214","4284.80243","4284.80243","4284.80243","214","214","214","4477.028876599999","4477.028876599999","4477.028876599999","214","214","214","4260.7258188","4260.7258188","4260.7258188","214","214","214","4928.447975","4928.447975","4928.447975","214","214","214","4465.5193736","4465.5193736","4465.5193736","214","214","214","4583.4380164","4583.4380164","4583.4380164","214","214","214","4970.5479584","4970.5479584","4970.5479584","214","214","214","4469.3002066","4469.3002066","4469.3002066"
"215000","215","215","215","4282.296575","4282.296575","4282.296575","215","215","215","3982.9634355999997","3982.9634355999997","3982.9634355999997","215","215","215","4329.929016399999","4329.929016399999","4329.929016399999","215","215","215","4047.6272762","4047.6272762","4047.6272762","215","215","215","3930.4929504","3930.4929504","3930.4929504","215","215","215","4522.14063","4522.14063","4522.14063","215","215","215","4164.7809152","4164.7809152","4164.7809152","215","215","215","4892.9533581999995","4892.9533581999995","4892.9533581999995","215","215","215","4490.2225192","4490.2225192","4490.2225192","215","215","215","4462.4076308","4462.4076308","4462.4076308","215","215","215","5075.964108800001","5075.964108800001","5075.964108800001","215","215","215","4071.2002985999998","4071.2002985999998","4071.2002985999998"
"216000","216","216","216","4472.5696916","4472.5696916","4472.5696916","216","216","216","4182.3819732","4182.3819732","4182.3819732","216","216","216","4378.058943999999","4378.058943999999","4378.058943999999","216","216","216","4044.9984379999996","4044.9984379999996","4044.9984379999996","216","216","216","3993.9166726000003","3993.9166726000003","3993.9166726000003","216","216","216","4563.9054118","4563.9054118","4563.9054118","216","216","216","4081.0400318","4081.0400318","4081.0400318","216","216","216","4294.426158","4294.426158","4294.426158","216","216","216","4422.7689226","4422.7689226","4422.7689226","216","216","216","4545.8025506","4545.8025506","4545.8025506","216","216","216","5090.845281","5090.845281","5090.845281","216","216","216","4403.581872","4403.581872","4403.581872"
"217000","217","217","217","3778.188061","3778.188061","3778.188061","217","217","217","4113.7100878","4113.7100878","4113.7100878","217","217","217","4176.6804302","4176.6804302","4176.6804302","217","217","217","4209.253846199999","4209.253846199999","4209.253846199999","217","217","217","4138.964642","4138.964642","4138.964642","217","217","217","4420.3980516","4420.3980516","4420.3980516","217","217","217","4394.739678","4394.739678","4394.739678","217","217","217","5033.243629","5033.243629","5033.243629","217","217","217","4470.6771078","4470.6771078","4470.6771078","217","217","217","4590.505007999999","4590.505007999999","4590.505007999999","217","217","217","4906.868382000001","4906.868382000001","4906.868382000001","217","217","217","4597.5708212","4597.5708212","4597.5708212"
"218000","218","218","218","4367.678044999999","4367.678044999999","4367.678044999999","218","218","218","4143.4237532","4143.4237532","4143.4237532","218","218","218","4331.1530318","4331.1530318","4331.1530318","218","218","218","4176.176247400001","4176.176247400001","4176.176247400001","218","218","218","4305.7386725999995","4305.7386725999995","4305.7386725999995","218","218","218","4415.6110728","4415.6110728","4415.6110728","218","218","218","4282.609124199999","4282.609124199999","4282.609124199999","218","218","218","4750.8358348","4750.8358348","4750.8358348","218","218","218","4261.9451814","4261.9451814","4261.9451814","218","218","218","4637.9301964","4637.9301964","4637.9301964","218","218","218","4860.1447288","4860.1447288","4860.1447288","218","218","218","4440.525043799999","4440.525043799999","4440.525043799999"
